row_id_1,row_id_2,sim_embed,sim_char,id_1,question_text_1,company_1,date_1,id_2,question_text_2,company_2,date_2
4528,4577,0.9912297129631042,1.0,q28,localStorage vs cookie,Домклие,2024-09-05,q28,LocalStorage vs Cookie,Домклик,2024-07-27
4533,4580,0.968845009803772,0.9472533489895892,q33,"Что будет, если задать списку один и тот же key",Домклие,2024-09-05,q33,"Что будет, если задать списку один и тот же key в React",Домклик,2024-07-27
4534,4581,0.9699159860610962,0.9072041642827774,q34,"Что такое useRef, useMemo, memo",Домклие,2024-09-05,q34,"Что такое useRef, useMemo, memo в React",Домклик,2024-07-27
4538,4584,0.9899604320526123,0.9493658405724619,q38,"Преобразуйте массив чисел в строку с диапазонами: последовательности из трех и более подряд идущих чисел объединяются в диапазон, остальные числа выводятся отдельно",Домклие,2024-09-05,q2,"Преобразуйте массив чисел в строку с диапазонами: последовательности из трех и более подряд идущих чисел объединяются в диапазон через дефис, остальные числа выводятся отдельно",Домклик,2024-07-27
4597,7274,0.9683630466461182,0.9677232156543543,q14,Что такое intersection observer?,Домклик,2024-03-20,q10,Что такое Intersection Observer,СтилСофт,2025-07-08
4643,5077,0.9990113377571106,0.9084032290970752,q1,Объясните разницу между useMemo и useCallback,Евротехкилмат,2024-10-11,q2,Объясни разницу между useMemo и useCallback,Кредит Европа Банк,2024-06-25
4753,5678,0.9568760395050049,0.9021455873883607,q4,Что такое critical rendering path,Иннотех,2024-09-05,q1,critical rendering path,Поле.рф,2024-09-15
4755,6603,0.9910048246383667,0.9056077295801128,q6,Опишите свойство display в CSS,Иннотех,2024-09-05,q21,Объясните свойство display в CSS,Сбер,2024-10-18
4850,4977,0.9984654188156128,0.9801428473231267,q2,"Реализуйте функцию parallelLimit, которая выполняет несколько асинхронных задач с ограничением на количество одновременно выполняемых",Иннотех,2024-04-16,q4,"Реализуйте функцию parallelLimit, которая выполняет несколько асинхронных задач с ограничением на количество одновременно выполняемых задач",Кловер Групп,2024-05-22
4864,7110,0.9770702123641968,0.9432092965290613,q6,Что мотивирует?,Интерфакс,2025-07-06,q6,Что мотивирует,Согаз,2025-06-30
4914,6674,0.9970574975013733,0.9138302994874925,q8,Написать функцию debounce с настраиваемой задержкой,Исходный Код,2025-03-10,q2,Напишите функцию debounce с настраиваемой задержкой,Сбер,2024-09-10
4933,7565,0.9891012907028198,0.9911805532647426,q12,Что такое HOC (Higher Order Component) в React?,Калина Софт,2025-06-19,q24,Что такое HOC (Higher Order Component) в React,Технологии Доверия,2024-05-14
4934,5586,0.9879939556121826,0.9844894573372003,q13,Что такое ErrorBoundary в React?,Калина Софт,2025-06-19,q7,Что такое ErrorBoundary в React,Орнитех,2024-10-29
4989,4994,0.9732708930969238,0.9053160117200247,q11,Что такое type guards в TypeScript,Код Безопасности,2024-10-11,q7,Type Guards в TypeScript,Код Безопасности,2024-09-26
4990,5176,0.9854181408882141,0.9875680446306297,q12,Чем отличается any от unknown в TypeScript,Код Безопасности,2024-10-11,q12,Чем отличается any от unknown в TypeScript?,Лига Цифровой Экономики,2025-07-03
4993,5802,0.9932807087898254,1.0,q6,Разница между Type и Interface в TypeScript,Код Безопасности,2024-09-26,q14,Разница между type и interface в typescript,Райффайзен,2024-10-10
5013,5954,0.9836335182189941,0.988532473125561,q5,Чем interface отличается от type в TypeScript?,Компания Sapiens Solution,2025-01-27,q17,Чем interface отличается от type в TypeScript,Российский Университет Дружбы Народов,2024-11-12
5016,6059,0.9919365048408508,0.9722090697700853,q8,Что такое key в React и зачем он нужен?,Компания Sapiens Solution,2025-01-27,q4,Что такое key в React и зачем он нужен,РСХБ Интех,2024-11-11
5026,6503,0.9821158647537231,0.9718124327727423,q2,Расскажи про последнее место работы?,Компэл,2025-04-10,q1,Расскажи про последнее место работы,Сбер,2024-10-23
5027,7157,0.9828317761421204,0.9693171310254632,q4,Расскажи про первое место работы?,Компэл,2025-04-10,q3,Расскажи про первое место работы,Спортс,2025-07-18
5065,7493,0.9882156252861023,1.0000000000000002,q1,Что такое jsx,Корпорация Элар,2024-07-06,q24,Что такое JSX,Теле2,2024-06-12
5067,5780,0.9830495119094849,0.9687135286036188,q3,Что такое редьюсер в Redux,Корпорация Элар,2024-07-06,q8,Что такое редьюсер в Redux?,Райффайзен,2025-04-03
5115,7597,0.9840701222419739,0.9395181370104029,q27,Что такое мемоизация,Ланит Би Пи Эм,2025-04-14,q6,что такое мемоизация?,Точка Банк,2024-06-18
5154,5838,0.983533501625061,0.903661154730417,q7,Что такое куки?,Лемма,2024-09-29,q6,Что такое куки,Рв Системс,2025-06-27
5247,5262,0.985010027885437,0.9437080180782415,q1,"Виды позиционирования в CSS (static, relative, absolute, fixed, sticky)",Маквес,2025-06-26,q1,"Виды позиционирования SCSS (static, relative, absolute, fixed, sticky)",Маквес,2025-06-26
5248,5263,0.9981663227081299,0.9566989435162921,q2,"Какие есть единицы измерения в CSS и какие лучше использовать (px, em, rem, %, vw, vh)",Маквес,2025-06-26,q2,"Какие есть единицы измерения в CSS, какие лучше использовать (px, em, rem, %, vw, vh)",Маквес,2025-06-26
5250,5265,0.9988414645195007,0.9569100967088071,q4,"Какие существуют псевдо-классы в CSS и для чего они используются (:hover, :active, :focus, :visited, :link, :disabled, :enabled)",Маквес,2025-06-26,q4,"Какие есть псевдо-классы в CSS и для чего они используются (:hover, :active, :focus, :visited, :link, :disabled, :enabled)",Маквес,2025-06-26
5252,5267,0.9965463876724243,0.9480852642362385,q6,Как работает свойство z-index в CSS и какие есть нюансы при большом количестве элементов с z-index и вложенностью,Маквес,2025-06-26,q6,Как работает Z-index в CSS и какие есть нюансы при большом количестве элементов с Z-index и вложенностью,Маквес,2025-06-26
5256,5270,0.9933100938796997,0.9026595253781388,q10,"Расскажите, чем вы занимались на последнем месте работы",Маквес,2025-06-26,q10,"Расскажите, чем занимались на последнем месте работы",Маквес,2025-06-26
5478,7839,0.9941873550415039,0.9467258408904033,q3,Объясните разницу между авторизацией и аутентификацией,Онлайн Решения,2025-05-22,q10,Объяснить разницу между авторизацией и аутентификацией,Центр Авиа,2025-02-07
5494,7903,0.9952929615974426,0.9036422041918858,q1,"Реализуйте функцию getRoute, которая принимает массив точек и возвращает оптимальный маршрут с минимальной суммарной длиной пути",Онлайн Школа-Тетрика,2024-10-30,q1,"Реализуйте функцию getRoute, которая принимает массив точек с координатами и возвращает оптимальный маршрут с минимальной суммарной длиной пути",ЭД Айти,2024-10-11
5778,6441,0.9877833724021912,0.990323352856116,q6,В чем разница между useEffect и useLayoutEffect в React?,Райффайзен,2025-04-03,q8,В чем разница между useLayoutEffect и useEffect в React,Сбер,2024-11-19
5778,6599,0.9798495769500732,0.9350297928491749,q6,В чем разница между useEffect и useLayoutEffect в React?,Райффайзен,2025-04-03,q17,В чем разница между useLayoutEffect и useEffect,Сбер,2024-10-18
5820,5864,0.9977163076400757,1.0,q8,Что такое Websocket,Рамблер,2024-11-27,q5,Что такое WebSocket,Редсофт,2024-12-09
5826,7681,0.9821158051490784,0.9613828004811604,q14,Как оценить сложность алгоритма,Рамблер,2024-11-27,q6,как оценить сложность алгоритма?,Учи.ру,2024-08-27
5826,5912,0.980859637260437,0.9613828004811604,q14,Как оценить сложность алгоритма,Рамблер,2024-11-27,q5,Как оценить сложность алгоритма?,Росбанк,2024-01-18
5861,5979,0.9790688753128052,0.9533816299425614,q1,Что такое виртуализация,Редсофт,2024-12-09,q6,Что такое виртуализация?,Ростелеком Ит,2025-06-13
5912,7681,0.9921892881393433,1.0000000000000002,q5,Как оценить сложность алгоритма?,Росбанк,2024-01-18,q6,как оценить сложность алгоритма?,Учи.ру,2024-08-27
6010,6084,0.9851843118667603,1.0,q3,Что такое HTTP,РСХБ Интех,2025-03-12,q1,Что такое http,РСХБ Интех,2024-09-25
6088,6397,0.969079852104187,0.9173772432064323,q6,"Что такое useMemo, useCallback, memo",РСХБ Интех,2024-09-25,q13,"useMemo, useCallback, memo",Сбер,2025-01-30
6100,6382,0.9887195229530334,1.0000000000000004,q8,Хуки в React,РСХБ Интех,2024-05-22,q7,хуки в React,Сбер,2025-01-31
6157,6217,0.9977429509162903,1.0000000000000002,q1,Вводим url что происходит,Сбер,2025-07-14,q1,вводим url что происходит,Сбер,2025-07-07
6159,6220,0.994828462600708,1.0000000000000002,q3,Рассказать про работу CORS,Сбер,2025-07-14,q4,рассказать про работу CORS,Сбер,2025-07-07
6162,6223,0.9640439748764038,0.9143145313461503,q6,Как сделать разную тему у сайта через чистый CSS,Сбер,2025-07-14,q8,Как сделать разную тему у сайта? Через чистый css,Сбер,2025-07-07
6163,6225,0.9940401315689087,0.9162077641052615,q7,Что находится внутри типа DependencyList = ReadonlyArray<unknown>,Сбер,2025-07-14,q10,что находится внутри type DependencyList = ReadonlyArray<unknown>,Сбер,2025-07-07
6165,6227,0.9935077428817749,0.9457860535879827,q9,Чем отличается стрелочная функция от обычной функции,Сбер,2025-07-14,q12,чем отличается стрелочная функция от обычной,Сбер,2025-07-07
6170,6232,0.9777417182922363,0.9409806862832124,q14,"Как отработают then и catch в следующих цепочках: then().then().catch(), then.catch().then(), catch().then().then()",Сбер,2025-07-14,q17,"Как отработает then и catch в каждом случае? then().then().catch(), then.catch().then(), catch().then().then()",Сбер,2025-07-07
6441,6599,0.9861634969711304,0.9441661555819404,q8,В чем разница между useLayoutEffect и useEffect в React,Сбер,2024-11-19,q17,В чем разница между useLayoutEffect и useEffect,Сбер,2024-10-18
6480,6678,0.9988577365875244,0.9091828151211384,q2,"Можно ли изменять объект, объявленный через const",Сбер,2024-11-03,q3,"Можно ли изменить объект, объявленный через const",Сбер,2024-09-06
6482,7642,0.9804695248603821,0.955918058608461,q5,Как можно скопировать объект,Сбер,2024-11-03,q9,Как можно скопировать объект?,Транснефть,2024-09-25
6503,6548,0.998112678527832,0.9044656109553453,q1,Расскажи про последнее место работы,Сбер,2024-10-23,q1,Расскажите про последнее место работы,Сбер,2024-10-22
6510,6881,0.9861539602279663,0.9807345954432405,q9,Почему уходишь с текущего места работы,Сбер,2024-10-23,q2,Почему уходишь с текущего места работы?,Северсталь,2025-06-11
6517,6880,0.9785366058349609,0.938488824982989,q16,Работал ли с GraphQL,Сбер,2024-10-23,q1,Работал ли с graphql?,Северсталь,2025-06-11
6646,7113,0.9841663837432861,0.9726722538055844,q3,С какими сборщиками работал?,Сбер,2024-09-13,q1,С какими сборщиками работал,Согаз,2025-06-18
6827,7901,0.9938452839851379,0.9164072841960601,q5,"Рассказать про интересные задачи, с которыми вы сталкивались",Сбер,2024-07-01,q3,"Расскажите про интересные задачи, с которыми вы сталкивались",ЭД Айти,2024-11-11
6994,6998,0.9969446659088135,0.9999999999999989,q2,Как вас учили в колледже,Сигнал,2025-03-15,q2,как вас учили в колледже,Сигнал,2025-03-11
7142,8365,0.9847278594970703,1.0000000000000002,q19,Как работает eventLoop,Согаз,2024-12-06,q4,как работает eventloop,Яндекс,2025-01-30
7163,7178,0.9966962337493896,1.0,q1,вопросы по опыту,Спортс,2025-07-08,q1,Вопросы по опыту,Спортс,2025-06-19
7191,8181,0.9788373708724976,0.9559508732771989,q1,Какая роль в команде?,Спринтерра,2025-03-18,q5,Какая роль в команде,Яндекс,2025-05-19
7329,7932,0.9874000549316406,0.9722273596118463,q5,Что такое this в JavaScript?,Т Банк,2025-04-28,q30,Что такое this в JavaScript,Эремейч Рус,2025-06-17
7360,7406,0.980061411857605,0.9481847984697166,q11,Что возвращает setTimeout,Т Банк,2025-02-06,q8,Что возвращает setTimeout?,Т Банк,2024-10-08
7598,7617,0.9855488538742065,0.9772207613768515,q7,что такое реконсиляция?,Точка Банк,2024-06-18,q2,Что такое реконсиляция,Точка Банк,2024-05-14
7627,8524,0.9833374619483948,0.9934809390223795,q9,Для чего используется useRef для хранения переменных в функциональных компонентах React?,Точка Банк,2024-05-13,q6,Для чего используется useRef для хранения переменных в функциональных компонентах React,Яндекс,2024-06-11
7963,8104,0.9853821992874146,0.9731481553382136,q2,"Реализуйте функцию compose, которая принимает переменное количество функций и возвращает новую функцию, результат работы каждой функции передается в следующую",Яндекс,2025-07-17,q4,"Реализовать функцию compose, которая принимает переменное количество функций и возвращает новую функцию, результат работы каждой функции передается в следующую",Яндекс,2025-06-03
8014,8410,0.9730615615844727,0.9406901255896543,q5,Объяснить поведение цепочки промисов с throw и catch на примере Promise.resolve(1).then(x => x + 1).then(x => { throw x }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(x)).catch(err => console.log(err)).then(x => console.log(x)),Яндекс,2025-07-01,q6,"Объясни, что выведет следующий Promise цепочка: Promise.resolve(1).then(x => x + 1).then(x => { throw x }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(1)).catch(err => console.log(err)).then(x => console.log(x))",Яндекс,2024-11-14
8014,8330,0.9703336358070374,0.9571829783967063,q5,Объяснить поведение цепочки промисов с throw и catch на примере Promise.resolve(1).then(x => x + 1).then(x => { throw x }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(x)).catch(err => console.log(err)).then(x => console.log(x)),Яндекс,2025-07-01,q2,Что выведется в консоль при выполнении цепочки промисов: Promise.resolve(1).then(x => x + 1).then(x => { throw x }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(x)).catch(err => console.log(err)).then(x => console.log(x)),Яндекс,2025-02-22
8014,8338,0.9502775073051453,0.9340661301380203,q5,Объяснить поведение цепочки промисов с throw и catch на примере Promise.resolve(1).then(x => x + 1).then(x => { throw x }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(x)).catch(err => console.log(err)).then(x => console.log(x)),Яндекс,2025-07-01,q1,Что выведет в консоль следующий код с цепочкой Promise: Promise.resolve(1).then(x => x + 1).then(x => { throw x; }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(x)).catch(err => console.log(err)).then(x => console.log(x))?,Яндекс,2025-02-11
8015,8145,0.9935986995697021,0.9573653889341985,q1,"Написать декоратор callLimit(fn, limit, callback), который ограничивает число вызовов функции fn до limit, вызывает callback при достижении лимита, и предоставляет метод reset для сброса счётчика вызовов",Яндекс,2025-07-01,q11,"Напишите декоратор callLimit(fn, limit, callback), который ограничивает число вызовов функции fn до limit, вызывает callback при достижении лимита и предоставляет метод reset для сброса счётчика вызовов.",Яндекс,2025-05-27
8050,8229,0.9902594089508057,0.913383254936765,q4,"Реализуйте класс MaxStack с методами push, pop и max, где max возвращает максимальный элемент в стеке за O(1)",Яндекс,2025-06-26,q3,"Реализуйте класс MaxStack с методами push, pop и max, где max возвращает максимальное значение в стеке за O(1)",Яндекс,2025-05-06
8051,8060,0.9962800741195679,0.9752042083445944,q1,"Сделай такую обёртку над функцией, чтобы она вызывалась только один раз - при первом вызове. Все последующие вызовы ничего не делают",Яндекс,2025-06-24,q1,"Сделай такую обёртку над функцией, чтобы она вызывалась только один раз — при первом вызове. Все последующие вызовы ничего не делают",Яндекс,2025-06-23
8119,8202,0.9885360598564148,0.9756102918195144,q7,Приходилось ли оптимизировать приложение?,Яндекс,2025-06-02,q26,Приходилось ли оптимизировать приложение,Яндекс,2025-05-19
8128,8311,0.9965428709983826,0.9491292242125503,q2,"Напишите асинхронную функцию sleep, которая принимает количество миллисекунд, ждет это время и успешно завершается",Яндекс,2025-05-30,q2,"Написать асинхронную функцию sleep, которая принимает количество миллисекунд, ждет это время и успешно завершается",Яндекс,2025-03-02
8145,8483,0.9830305576324463,0.9191248525411048,q11,"Напишите декоратор callLimit(fn, limit, callback), который ограничивает число вызовов функции fn до limit, вызывает callback при достижении лимита и предоставляет метод reset для сброса счётчика вызовов.",Яндекс,2025-05-27,q7,"Напишите декоратор callLimit(fn, limit, callback), который ограничивает число вызовов функции fn до limit, вызывает callback при последнем вызове и предоставляет метод reset для сброса счётчика вызовов",Яндекс,2024-08-10
8214,8425,0.987317681312561,0.9763291482251399,q3,"Реализовать метод groupBy для массивов, который принимает функцию и возвращает объект, где ключи — результаты вызова функции для элементов массива, а значения — массивы элементов с этим ключом",Яндекс,2025-05-15,q2,"Реализуйте метод groupBy для массивов, который принимает функцию и возвращает объект, где ключи — результаты вызова функции для элементов массива, а значения — массивы элементов с этим ключом",Яндекс,2024-10-30
8228,8315,0.9885058403015137,0.9208158674556406,q2,"Реализуйте функцию any, которая работает как Promise.any(): принимает массив промисов и возвращает промис, который резолвится с первым успешным значением или реджектится с AggregateError, если все промисы реджектятся",Яндекс,2025-05-06,q6,"Написать функцию any, которая работает как Promise.any: принимает массив промисов и возвращает промис, который резолвится с первым успешным значением или реджектится с AggregateError, если все промисы отклонены",Яндекс,2025-03-02
8251,8483,0.9950801134109497,0.9484970456863865,q4,"Напишите декоратор callLimit(fn, limit, callback), который ограничивает число вызовов функции fn до limit, вызывает callback при последнем вызове и предоставляет метод для сброса счетчика вызовов",Яндекс,2025-04-22,q7,"Напишите декоратор callLimit(fn, limit, callback), который ограничивает число вызовов функции fn до limit, вызывает callback при последнем вызове и предоставляет метод reset для сброса счётчика вызовов",Яндекс,2024-08-10
8317,8318,0.996794581413269,0.9174250918798644,q2,Что выведет в консоль и почему при выполнении кода: var obj = { a : 1}; function fn(obj) { obj = { c : 5} } fn(obj); console.log(obj)?,Яндекс,2025-02-26,q3,Что выведет в консоль и почему при выполнении кода: var obj = { a : 5}; function fn(obj) { obj.c = 10 } fn(obj); console.log(obj)?,Яндекс,2025-02-26
8330,8410,0.9731683135032654,0.9548321972683431,q2,Что выведется в консоль при выполнении цепочки промисов: Promise.resolve(1).then(x => x + 1).then(x => { throw x }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(x)).catch(err => console.log(err)).then(x => console.log(x)),Яндекс,2025-02-22,q6,"Объясни, что выведет следующий Promise цепочка: Promise.resolve(1).then(x => x + 1).then(x => { throw x }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(1)).catch(err => console.log(err)).then(x => console.log(x))",Яндекс,2024-11-14
8330,8338,0.9683971405029297,0.954640609148463,q2,Что выведется в консоль при выполнении цепочки промисов: Promise.resolve(1).then(x => x + 1).then(x => { throw x }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(x)).catch(err => console.log(err)).then(x => console.log(x)),Яндекс,2025-02-22,q1,Что выведет в консоль следующий код с цепочкой Promise: Promise.resolve(1).then(x => x + 1).then(x => { throw x; }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(x)).catch(err => console.log(err)).then(x => console.log(x))?,Яндекс,2025-02-11
8338,8410,0.9627460837364197,0.9553386619042734,q1,Что выведет в консоль следующий код с цепочкой Promise: Promise.resolve(1).then(x => x + 1).then(x => { throw x; }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(x)).catch(err => console.log(err)).then(x => console.log(x))?,Яндекс,2025-02-11,q6,"Объясни, что выведет следующий Promise цепочка: Promise.resolve(1).then(x => x + 1).then(x => { throw x }).then(x => console.log(x)).catch(err => console.log(err)).then(x => Promise.resolve(1)).catch(err => console.log(err)).then(x => console.log(x))",Яндекс,2024-11-14
8350,8380,0.9887514114379883,0.9110109745395742,q3,Что выведет в консоли при выполнении кода: var obj = { a: 1 }; function f2(o) { o = { hello: 1 }; } f2(obj); console.log(obj);,Яндекс,2025-02-06,q3,Что выведет в консоль следующий код: var obj = { a: 1 }; function f2(o) { o = { hello: 1 }; } f2(obj); console.log(obj);,Яндекс,2024-12-24
8485,8486,0.9812208414077759,0.9402011787029827,q2,"Расширьте функцию так, чтобы она корректно обрабатывала входные данные в виде функции",Яндекс,2024-07-29,q3,"Расширьте функцию так, чтобы она корректно обрабатывала входные данные в виде промиса",Яндекс,2024-07-29
