id,question_text,company,date,interview_id,company_norm,question_text_norm,cluster_id
q7,"Что выведет метод массива в зависимости от того, какая функция используется: стрелочная или function declaration",Algorithmic Brains,2024-07-12,interview_Algorithmic_Brains_000,Algorithmic Brains,"Что выведет метод массива в зависимости от того, какая функция используется: стрелочная или function declaration",156
q8,"Дан массив с повторяющимися цифрами. Нужно получить объект, где ключ — значение из массива, а значение — количество повторений",Algorithmic Brains,2024-07-12,interview_Algorithmic_Brains_000,Algorithmic Brains,"Дан массив с повторяющимися цифрами. Нужно получить объект, где ключ — значение из массива, а значение — количество повторений",157
q9,"Сделать условный ToDo-лист на React с возможностью редактирования, удаления и переключения режима редактирования пользователя",Algorithmic Brains,2024-07-12,interview_Algorithmic_Brains_000,Algorithmic Brains,"Сделать условный ToDo-лист на React с возможностью редактирования, удаления и переключения режима редактирования пользователя",158
q10,Реализовать загрузку данных с использованием Promise.all для параллельного получения userData и postData с последующим обновлением состояния в React,Algorithmic Brains,2024-07-12,interview_Algorithmic_Brains_000,Algorithmic Brains,Реализовать загрузку данных с использованием Promise.all для параллельного получения userData и postData с последующим обновлением состояния в React,159
q1,Рассказать про задачи какие делал,Altenar,2025-07-11,interview_Altenar_000,Altenar,Рассказать про задачи какие делал,160
q2,Какие стейтменеджеры использовал?,Altenar,2025-07-11,interview_Altenar_000,Altenar,Какие стейтменеджеры использовал?,161
q3,Что такое Context в React?,Altenar,2025-07-11,interview_Altenar_000,Altenar,Что такое Context в React?,140
q4,Есть два стора в Redux как их объединить?,Altenar,2025-07-11,interview_Altenar_000,Altenar,Есть два стора в Redux как их объединить?,162
q5,Зачем нужен тип never? В чем отличие от void?,Altenar,2025-07-11,interview_Altenar_000,Altenar,Зачем нужен тип never? В чем отличие от void?,163
q6,Что такое оптимистический ответ на фронте?,Altenar,2025-07-11,interview_Altenar_000,Altenar,Что такое оптимистический ответ на фронте?,164
q1,Где сейчас проживаете?,Altenar,2025-07-08,interview_Altenar_001,Altenar,Где сейчас проживаете?,165
q2,Какие хобби?,Altenar,2025-07-08,interview_Altenar_001,Altenar,Какие хобби?,166
q3,Как будете выбирать оффер из нескольких?,Altenar,2025-07-08,interview_Altenar_001,Altenar,Как будете выбирать оффер из нескольких?,167
q4,"Представьте что условия в оффере одинаковые, компании одинаковые, собес прошёл везде отлично. Как будете выбирать?",Altenar,2025-07-08,interview_Altenar_001,Altenar,"Представьте что условия в оффере одинаковые, компании одинаковые, собес прошёл везде отлично. Как будете выбирать?",168
q5,Собираетесь ли переезжать?,Altenar,2025-07-08,interview_Altenar_001,Altenar,Собираетесь ли переезжать?,169
q6,Как относитесь к посещению офиса 2 раза в неделю?,Altenar,2025-07-08,interview_Altenar_001,Altenar,Как относитесь к посещению офиса 2 раза в неделю?,170
q7,Как вы оцените свой уровень как разработчика? Почему не сеньор?,Altenar,2025-07-08,interview_Altenar_001,Altenar,Как вы оцените свой уровень как разработчика? Почему не сеньор?,171
q8,Как развиваетесь в свободное время?,Altenar,2025-07-08,interview_Altenar_001,Altenar,Как развиваетесь в свободное время?,172
q1,Как для тебя выглядит налаженный процесс постановки задачи?,Altenar,2025-07-08,interview_Altenar_002,Altenar,Как для тебя выглядит налаженный процесс постановки задачи?,173
q2,Как была построена работа с аналитиками и дизайнерами?,Altenar,2025-07-08,interview_Altenar_002,Altenar,Как была построена работа с аналитиками и дизайнерами?,174
q3,"Бывало такое что что-то шло не так в коммуникации, что-то не учли где-то?",Altenar,2025-07-08,interview_Altenar_002,Altenar,"Бывало такое что что-то шло не так в коммуникации, что-то не учли где-то?",175
q4,Работал с zustand или valtio?,Altenar,2025-07-08,interview_Altenar_002,Altenar,Работал с zustand или valtio?,176
q5,Почему именно эти библиотеки были выбраны при решении задачи?,Altenar,2025-07-08,interview_Altenar_002,Altenar,Почему именно эти библиотеки были выбраны при решении задачи?,177
q6,"Расскажи как у вас был построен процесс внедрения новых библиотек, кто принимал решение за их внедрение?",Altenar,2025-07-08,interview_Altenar_002,Altenar,"Расскажи как у вас был построен процесс внедрения новых библиотек, кто принимал решение за их внедрение?",178
q7,Расскажи про свой самый большой факап на работе?,Altenar,2025-07-08,interview_Altenar_002,Altenar,Расскажи про свой самый большой факап на работе?,179
q8,Что в свободное время делаешь?,Altenar,2025-07-08,interview_Altenar_002,Altenar,Что в свободное время делаешь?,180
q9,Как относишься к мату?,Altenar,2025-07-08,interview_Altenar_002,Altenar,Как относишься к мату?,181
q10,Какой лучший мем по твоему мнению на данный момент?,Altenar,2025-07-08,interview_Altenar_002,Altenar,Какой лучший мем по твоему мнению на данный момент?,182
q1,Как распределялись задачи на спринт?,Altenar,2025-06-28,interview_Altenar_003,Altenar,Как распределялись задачи на спринт?,183
q2,Как внутри команды договаривались о внедрении новой технологии или библиотеки?,Altenar,2025-06-28,interview_Altenar_003,Altenar,Как внутри команды договаривались о внедрении новой технологии или библиотеки?,184
q3,"Были ли моменты, когда твоё решение или решение команды по внедрению технологий не нравилось, и как это решали?",Altenar,2025-06-28,interview_Altenar_003,Altenar,"Были ли моменты, когда твоё решение или решение команды по внедрению технологий не нравилось, и как это решали?",185
q4,Какой у тебя был уровень в команде?,Altenar,2025-06-28,interview_Altenar_003,Altenar,Какой у тебя был уровень в команде?,186
q5,Какие есть подходы управления состоянием в React и в каких случаях лучше использовать каждый из них?,Altenar,2025-06-28,interview_Altenar_003,Altenar,Какие есть подходы управления состоянием в React и в каких случаях лучше использовать каждый из них?,187
q6,Чем отличается концепция Redux и MobX?,Altenar,2025-06-28,interview_Altenar_003,Altenar,Чем отличается концепция Redux и MobX?,188
q7,Как бы ты организовывал работу с большим стором в React с использованием слайсов?,Altenar,2025-06-28,interview_Altenar_003,Altenar,Как бы ты организовывал работу с большим стором в React с использованием слайсов?,189
q8,Как работают слайсы в Redux и могут ли они общаться друг с другом?,Altenar,2025-06-28,interview_Altenar_003,Altenar,Как работают слайсы в Redux и могут ли они общаться друг с другом?,190
q9,Можем ли мы как-то передать информацию между слайсами в Redux?,Altenar,2025-06-28,interview_Altenar_003,Altenar,Можем ли мы как-то передать информацию между слайсами в Redux?,191
q10,"Как создать несколько инстансов одного Redux стора, чтобы изолировать их, например, засунуть в контекст?",Altenar,2025-06-28,interview_Altenar_003,Altenar,"Как создать несколько инстансов одного Redux стора, чтобы изолировать их, например, засунуть в контекст?",192
q11,Рефакторинг React-приложения с использованием TypeScript,Altenar,2025-06-28,interview_Altenar_003,Altenar,Рефакторинг React-приложения с использованием TypeScript,193
q1,Как пришел в IT,AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,Как пришел в IT,194
q2,Чем хочешь заниматься сейчас,AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,Чем хочешь заниматься сейчас,195
q3,Какое для себя видишь развитие,AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,Какое для себя видишь развитие,196
q4,Почему меняешь работу,AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,Почему меняешь работу,197
q5,Предметные вопросы про опыт,AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,Предметные вопросы про опыт,198
q6,"У тебя есть бандл, твоя задача его оптимизировать (только js). Сборка приложения происходит на webpack",AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,"У тебя есть бандл, твоя задача его оптимизировать (только js). Сборка приложения происходит на webpack",199
q7,"У тебя есть проект с более чем 10 разделами с разной бизнес логикой, у проекта нет автоматического тестирования. Что ты будешь делать, чтобы исправить это",AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,"У тебя есть проект с более чем 10 разделами с разной бизнес логикой, у проекта нет автоматического тестирования. Что ты будешь делать, чтобы исправить это",200
q8,"Напишите функцию, которая генерирует случайный цвет в формате HEX (#ffffff)",AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,"Напишите функцию, которая генерирует случайный цвет в формате HEX (#ffffff)",201
q9,Напишите функцию генерации случайного цвета в формате HEX в одну строку,AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,Напишите функцию генерации случайного цвета в формате HEX в одну строку,202
q10,"Напишите метод, который генерирует случайный 4-х значный код от 0000 до 9999, при этом каждый вызов должен возвращать новый, неповторяющийся код, а после использования всех кодов метод должен обнулить счетчик",AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,"Напишите метод, который генерирует случайный 4-х значный код от 0000 до 9999, при этом каждый вызов должен возвращать новый, неповторяющийся код, а после использования всех кодов метод должен обнулить счетчик",203
q11,Какие еще возможные решения задачи генерации неповторяющегося 4-х значного кода от 0000 до 9999 с обнулением после исчерпания всех кодов,AmoCRM,2025-07-16,interview_AmoCRM_000,AmoCRM,Какие еще возможные решения задачи генерации неповторяющегося 4-х значного кода от 0000 до 9999 с обнулением после исчерпания всех кодов,204
q1,Сколько нужно было апрувов для пуша в фичи в ветку,AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,Сколько нужно было апрувов для пуша в фичи в ветку,205
q2,Какие линтеры и форматировщики использовали,AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,Какие линтеры и форматировщики использовали,206
q3,Как отсматриваете свои фичи и как кто смотрит,AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,Как отсматриваете свои фичи и как кто смотрит,207
q4,useEffect синхронный или асинхронный?,AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,useEffect синхронный или асинхронный?,208
q5,Какие жизненные циклы реализует useEffect,AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,Какие жизненные циклы реализует useEffect,209
q6,Для чего нужна cleanup функция в useEffect,AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,Для чего нужна cleanup функция в useEffect,6
q7,Для чего используется key в React,AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,Для чего используется key в React,29
q8,Что используешь для key в React,AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,Что используешь для key в React,29
q9,"Расскажи про Flux всё, что знаешь",AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,"Расскажи про Flux всё, что знаешь",210
q10,"Расскажи про event loop всё, что знаешь",AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,"Расскажи про event loop всё, что знаешь",211
q11,"Написать функцию генерации случайного hex цвета, возвращающую строку вида #xxxxxx с шестью символами от 0 до f",AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,"Написать функцию генерации случайного hex цвета, возвращающую строку вида #xxxxxx с шестью символами от 0 до f",212
q12,"Реализовать функцию groupDataBySkill, которая группирует массив объектов по полю skill, возвращая объект с ключами-скиллами и значениями-массивами объектов с этим скиллом",AmoCRM,2025-07-07,interview_AmoCRM_001,AmoCRM,"Реализовать функцию groupDataBySkill, которая группирует массив объектов по полю skill, возвращая объект с ключами-скиллами и значениями-массивами объектов с этим скиллом",213
q1,В целом отдаешь предпочтение готовым решениям или сам изобретаешь велосипед?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,В целом отдаешь предпочтение готовым решениям или сам изобретаешь велосипед?,214
q2,"На перфоманс проверяете, когда затаскиваете новую библиотеку?",AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,"На перфоманс проверяете, когда затаскиваете новую библиотеку?",215
q3,Как проводили код ревью? На что обращали внимание?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,Как проводили код ревью? На что обращали внимание?,216
q4,Сколько по времени тратили на просмотр кода на ревью?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,Сколько по времени тратили на просмотр кода на ревью?,217
q5,"Почему выбирают React, а не нативный JavaScript? Какие преимущества дает эта библиотека? И что ты знаешь о методах оптимизации в React?",AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,"Почему выбирают React, а не нативный JavaScript? Какие преимущества дает эта библиотека? И что ты знаешь о методах оптимизации в React?",218
q6,Хук useEffect. В какой момент он срабатывает? Для чего используется? Можем ли мы подписываться на какие-то события в браузере?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,Хук useEffect. В какой момент он срабатывает? Для чего используется? Можем ли мы подписываться на какие-то события в браузере?,219
q7,Как реализована функция очистки (clean up) в useEffect?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,Как реализована функция очистки (clean up) в useEffect?,6
q8,Для чего могут использоваться keys в React? Как их правильно задавать?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,Для чего могут использоваться keys в React? Как их правильно задавать?,220
q9,В чем недостаток использования Math.random() для генерации keys в React?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,В чем недостаток использования Math.random() для генерации keys в React?,221
q10,С какими стейт менеджерами работал?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,С какими стейт менеджерами работал?,222
q11,"Расскажи, что такое flux архитектура? Как работает цикл внутри flux?",AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,"Расскажи, что такое flux архитектура? Как работает цикл внутри flux?",223
q12,Сталкивался ли с дженериками в TypeScript? Что это и для чего использовать?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,Сталкивался ли с дженериками в TypeScript? Что это и для чего использовать?,224
q13,Какие utility types в TypeScript знаешь? С какими сталкивался в работе? Что они делают?,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,Какие utility types в TypeScript знаешь? С какими сталкивался в работе? Что они делают?,225
q14,Расскажи про EventLoop в JavaScript,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,Расскажи про EventLoop в JavaScript,226
q1,"Напишите функцию, которая генерирует случайный цвет в формате HEX (#ffffff) с использованием генератора случайных кодов с предзаполненным и перемешанным стеком значений",AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,"Напишите функцию, которая генерирует случайный цвет в формате HEX (#ffffff) с использованием генератора случайных кодов с предзаполненным и перемешанным стеком значений",201
q2,Определите порядок вывода чисел в консоль для данного асинхронного кода с setTimeout и Promise,AmoCRM,2025-06-17,interview_AmoCRM_002,AmoCRM,Определите порядок вывода чисел в консоль для данного асинхронного кода с setTimeout и Promise,227
q1,"Реализуйте функцию generateRandomHexColor, которая генерирует случайный HEX цвет в формате #xxxxxx",AmoCRM,2025-06-03,interview_AmoCRM_003,AmoCRM,"Реализуйте функцию generateRandomHexColor, которая генерирует случайный HEX цвет в формате #xxxxxx",228
q2,"Напишите метод getCode, который генерирует случайный 4-х значный код от 0000 до 9999, при этом каждый вызов должен возвращать новый неповторяющийся код, а после использования всех кодов счетчик должен обнуляться",AmoCRM,2025-06-03,interview_AmoCRM_003,AmoCRM,"Напишите метод getCode, который генерирует случайный 4-х значный код от 0000 до 9999, при этом каждый вызов должен возвращать новый неповторяющийся код, а после использования всех кодов счетчик должен обнуляться",203
q3,Определите порядок вывода чисел в консоль при выполнении вложенных setTimeout и Promise с учетом event-loop,AmoCRM,2025-06-03,interview_AmoCRM_003,AmoCRM,Определите порядок вывода чисел в консоль при выполнении вложенных setTimeout и Promise с учетом event-loop,227
q4,"Как можно улучшить функцию groupDataBySkill, которая группирует массив объектов по полю skill, используя reduce и учитывая обработку ошибок при асинхронном получении данных",AmoCRM,2025-06-03,interview_AmoCRM_003,AmoCRM,"Как можно улучшить функцию groupDataBySkill, которая группирует массив объектов по полю skill, используя reduce и учитывая обработку ошибок при асинхронном получении данных",229
q1,Расскажи про свои сложные задачи,Angie,2024-11-22,interview_Angie_000,Angie,Расскажи про свои сложные задачи,230
q2,"Представь что возникла ошибка на странице в UI например, как бы ты решал эту проблему? Например ошибка в внешней библиотеке, как бы ты решал в этом случае проблему?",Angie,2024-11-22,interview_Angie_000,Angie,"Представь что возникла ошибка на странице в UI например, как бы ты решал эту проблему? Например ошибка в внешней библиотеке, как бы ты решал в этом случае проблему?",231
q3,Что такое JavaScript?,Angie,2024-11-22,interview_Angie_000,Angie,Что такое JavaScript?,232
q4,JS интерпретируемый или компилируемый ЯП?,Angie,2024-11-22,interview_Angie_000,Angie,JS интерпретируемый или компилируемый ЯП?,233
q5,В чем отличие интерпретируемого ЯП от компилируемого?,Angie,2024-11-22,interview_Angie_000,Angie,В чем отличие интерпретируемого ЯП от компилируемого?,234
q6,"Что из последнего читал из новостей статей о технологиях, что возможно использовал в работе",Angie,2024-11-22,interview_Angie_000,Angie,"Что из последнего читал из новостей статей о технологиях, что возможно использовал в работе",235
q7,Что такое ECMAScript?,Angie,2024-11-22,interview_Angie_000,Angie,Что такое ECMAScript?,236
q8,Что такое CORS? Как настроить CORS?,Angie,2024-11-22,interview_Angie_000,Angie,Что такое CORS? Как настроить CORS?,237
q9,Как работает JS в браузере? С помощью чего он работает там?,Angie,2024-11-22,interview_Angie_000,Angie,Как работает JS в браузере? С помощью чего он работает там?,238
q10,Как работает EventLoop?,Angie,2024-11-22,interview_Angie_000,Angie,Как работает EventLoop?,32
q11,Что такое стек вызовов и как он работает?,Angie,2024-11-22,interview_Angie_000,Angie,Что такое стек вызовов и как он работает?,239
q12,"В чем отличие var, let, const?",Angie,2024-11-22,interview_Angie_000,Angie,"В чем отличие var, let, const?",240
q13,Что такое this и как работает?,Angie,2024-11-22,interview_Angie_000,Angie,Что такое this и как работает?,241
q14,Какие хранилища данных ты знаешь в браузере и в чем их отличие? Назови различия между localStorage и cookies в сценариях использования.,Angie,2024-11-22,interview_Angie_000,Angie,Какие хранилища данных ты знаешь в браузере и в чем их отличие? Назови различия между localStorage и cookies в сценариях использования.,242
q15,Из чего состоит HTTP запрос?,Angie,2024-11-22,interview_Angie_000,Angie,Из чего состоит HTTP запрос?,243
q16,"Что такое заголовки в HTTP запросе, их правила, зачем они нужны, и почему мы не можем просто передавать заголовки в body например?",Angie,2024-11-22,interview_Angie_000,Angie,"Что такое заголовки в HTTP запросе, их правила, зачем они нужны, и почему мы не можем просто передавать заголовки в body например?",244
q17,"Как сделать так чтобы при нажатии на ссылку у нас скачивался файл? А теперь как сделать так, чтобы при переходе по урлу у нас сразу скачивался файл?",Angie,2024-11-22,interview_Angie_000,Angie,"Как сделать так чтобы при нажатии на ссылку у нас скачивался файл? А теперь как сделать так, чтобы при переходе по урлу у нас сразу скачивался файл?",245
q18,Что такое browser object model и что туда входит?,Angie,2024-11-22,interview_Angie_000,Angie,Что такое browser object model и что туда входит?,246
q1,"Определи что выведется в консоль в функции logContext и исправь код так, чтобы выводился контекст 'inner obj'",Angie,2024-11-22,interview_Angie_000,Angie,"Определи что выведется в консоль в функции logContext и исправь код так, чтобы выводился контекст 'inner obj'",247
q2,"Отрефакторь React-компонент Users с использованием useState и useEffect, исправь ошибки в обработке формы и запросах fetch",Angie,2024-11-22,interview_Angie_000,Angie,"Отрефакторь React-компонент Users с использованием useState и useEffect, исправь ошибки в обработке формы и запросах fetch",248
q3,"Определи порядок вывода в консоль для кода с setTimeout, Promise и console.log",Angie,2024-11-22,interview_Angie_000,Angie,"Определи порядок вывода в консоль для кода с setTimeout, Promise и console.log",227
q1,"По твоему опыту, с какими ограничениями реакта столкнулся? Во что упирается производительность?",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"По твоему опыту, с какими ограничениями реакта столкнулся? Во что упирается производительность?",249
q2,Как решать проблему с SEO оптимизацией реакта?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,Как решать проблему с SEO оптимизацией реакта?,250
q3,"Расскажи про virtual dom, как вообще это работает (reconciliation, эвристический алгоритм, сравнение узлов)?",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"Расскажи про virtual dom, как вообще это работает (reconciliation, эвристический алгоритм, сравнение узлов)?",251
q4,"А к чему может привести поведение, при котором старый дом сразу же удаляется, если элементы разные (эвристический алгоритм)?",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"А к чему может привести поведение, при котором старый дом сразу же удаляется, если элементы разные (эвристический алгоритм)?",252
q5,Расскажи про key в реакте?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,Расскажи про key в реакте?,253
q6,"Спрашивает про глубокую работу браузера, как отрисовывает страницу реакт. Глубже чем Critical Render Path (архитектура Chromium)",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"Спрашивает про глубокую работу браузера, как отрисовывает страницу реакт. Глубже чем Critical Render Path (архитектура Chromium)",254
q7,Расскажи что такое Critical render path?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,Расскажи что такое Critical render path?,255
q8,visibility: hidden / display: none отличия. Какие стадии отрисовки страницы затрагивают?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,visibility: hidden / display: none отличия. Какие стадии отрисовки страницы затрагивают?,256
q9,Какие ещё css правила затрагивают изменение layout?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,Какие ещё css правила затрагивают изменение layout?,257
q10,Использовал ли какие-то сложные конструкции Typescript?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,Использовал ли какие-то сложные конструкции Typescript?,258
q11,"Приведи пример использования дженериков. Как бы ты типизировал компонент какой-нибудь, который может разный тип на вход принимать",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"Приведи пример использования дженериков. Как бы ты типизировал компонент какой-нибудь, который может разный тип на вход принимать",259
q12,"Был ли опыт настройки линтеров, конфигов?",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"Был ли опыт настройки линтеров, конфигов?",260
q13,Был ли опыт создания своих npm-пакетов?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,Был ли опыт создания своих npm-пакетов?,261
q14,"Расскажи подробно как редачили npm пакеты, где хранили и тд",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"Расскажи подробно как редачили npm пакеты, где хранили и тд",262
q15,Какими свойствами должен обладать хороший unit-тест?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,Какими свойствами должен обладать хороший unit-тест?,263
q16,"Есть процентная метрика покрытия unit тестами проекта. Как думаешь, насколько эта метрика вообще полезна?",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"Есть процентная метрика покрытия unit тестами проекта. Как думаешь, насколько эта метрика вообще полезна?",264
q17,"В каких случаях покрытие тестами может только навредить разработке? Не ускорить, а замедлить?",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"В каких случаях покрытие тестами может только навредить разработке? Не ускорить, а замедлить?",265
q18,По какому флоу разработки работали в команде? (Git Flow),Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,По какому флоу разработки работали в команде? (Git Flow),266
q19,Знаешь что такое trunk based development?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,Знаешь что такое trunk based development?,267
q20,Какая у вас архитектура на проекте? Знаком с FSD?,Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,Какая у вас архитектура на проекте? Знаком с FSD?,268
q21,"Типизируй компонент Select с использованием дженериков, чтобы он мог принимать разные типы значения в зависимости от режима работы (single или multi)",Argo Studio,2025-05-28,interview_Argo_Studio_000,Argo Studio,"Типизируй компонент Select с использованием дженериков, чтобы он мог принимать разные типы значения в зависимости от режима работы (single или multi)",269
q1,var/let/const,ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,var/let/const,270
q2,Что ещё хостится в JavaScript и почему (function declaration),ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,Что ещё хостится в JavaScript и почему (function declaration),271
q3,Объясните прототипное наследование в JavaScript,ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,Объясните прототипное наследование в JavaScript,272
q4,Для чего нужны классы в JavaScript,ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,Для чего нужны классы в JavaScript,273
q5,"Объясните асинхронность в JavaScript, как работает RequestAnimationFrame, и как работают промисы",ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,"Объясните асинхронность в JavaScript, как работает RequestAnimationFrame, и как работают промисы",274
q6,Как браузер парсит страницу,ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,Как браузер парсит страницу,275
q7,Что самое дешёвое для анимации в браузере (transform) и как часто RequestAnimationFrame будет запускаться,ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,Что самое дешёвое для анимации в браузере (transform) и как часто RequestAnimationFrame будет запускаться,276
q8,"Зачем нужен TypeScript и React, в чём их преимущества",ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,"Зачем нужен TypeScript и React, в чём их преимущества",277
q9,Объясните контекст в React,ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,Объясните контекст в React,278
q10,Стоит ли выносить статический список за пределы компонента или в отдельный компонент,ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,Стоит ли выносить статический список за пределы компонента или в отдельный компонент,279
q11,"Как работает Redux, в чём его отличие от других стейт-менеджеров",ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,"Как работает Redux, в чём его отличие от других стейт-менеджеров",280
q12,Что такое микрофронты и как они работают,ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,Что такое микрофронты и как они работают,281
q13,Вопросы по работе с webpack,ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,Вопросы по работе с webpack,282
q14,"Какие виды уязвимостей XSS, CORS, CSRF вы знаете и как бы их исправляли",ATI.su,2025-02-17,interview_ATI.su_000,ATI.su,"Какие виды уязвимостей XSS, CORS, CSRF вы знаете и как бы их исправляли",283
